timestamp,co_m,eth_m,voc_m,no2,c2h50h_gm,voc_gm,co_gm
225100,75.33,140.23,33.67,0.95,0.97,0.92,0.25
225200,76.91,144.08,34.47,0.95,0.97,0.92,0.24
225300,76.12,142.15,34.07,0.95,0.97,0.92,0.25
225400,75.33,140.23,33.67,0.95,0.97,0.92,0.25
225500,76.12,142.15,34.07,0.95,0.97,0.92,0.25
225600,76.91,144.08,34.47,0.95,0.97,0.92,0.25
225700,75.33,140.23,33.67,0.95,0.97,0.92,0.25
225800,75.33,140.23,33.67,0.95,0.97,0.92,0.24
225900,76.12,142.15,34.07,0.95,0.97,0.92,0.24
226000,74.55,138.32,33.27,0.95,0.97,0.92,0.25
226100,75.33,140.23,33.67,0.95,0.97,0.92,0.25
226200,75.33,140.23,33.67,0.95,0.97,0.92,0.24
226300,76.12,142.15,34.07,0.95,0.97,0.92,0.25
226400,74.55,138.32,33.27,0.95,0.97,0.92,0.24
226500,75.33,140.23,33.67,0.95,0.97,0.92,0.25
226600,74.55,138.32,33.27,0.95,0.97,0.92,0.25
226700,74.55,138.32,33.27,0.95,0.97,0.92,0.24
226800,73.77,136.43,32.88,0.95,0.97,0.92,0.24
226900,74.55,138.32,33.27,0.95,0.97,0.92,0.25
227000,73.77,136.43,32.88,0.95,0.97,0.92,0.24
227100,73.77,136.43,32.88,0.95,0.97,0.92,0.24
227200,73.77,136.43,32.88,0.95,0.97,0.92,0.24
227300,73.77,136.43,32.88,0.95,0.97,0.92,0.24
227400,73.77,136.43,32.88,0.95,0.97,0.92,0.24
227500,75.33,140.23,33.67,0.95,0.97,0.92,0.24
227600,73.77,136.43,32.88,0.95,0.97,0.92,0.24
227700,73.77,136.43,32.88,0.95,0.97,0.92,0.24
227800,73.77,136.43,32.88,0.95,0.97,0.92,0.24
227900,73.77,136.43,32.88,0.95,0.97,0.92,0.24
228000,74.55,138.32,33.27,0.95,0.97,0.92,0.24
228100,73.77,136.43,32.88,0.95,0.97,0.92,0.24
228200,73.77,136.43,32.88,0.95,0.97,0.92,0.24
228300,73.77,136.43,32.88,0.95,0.97,0.92,0.24
228400,73.77,136.43,32.88,0.95,0.97,0.92,0.24
228500,73.77,136.43,32.88,0.95,0.97,0.92,0.24
228600,73.77,136.43,32.88,0.95,0.97,0.92,0.24
228700,72.99,134.54,32.48,0.95,0.97,0.92,0.24
228800,72.99,134.54,32.48,0.95,0.97,0.92,0.24
228900,72.99,134.54,32.48,0.95,0.97,0.92,0.24
229000,72.99,134.54,32.48,0.95,0.97,0.92,0.24
229100,72.99,134.54,32.48,0.95,0.97,0.92,0.24
229200,73.77,136.43,32.88,0.95,0.97,0.92,0.24
229300,73.77,136.43,32.88,0.95,0.97,0.92,0.24
229400,73.77,136.43,32.88,0.94,0.97,0.91,0.24
229500,73.77,136.43,32.88,0.95,0.97,0.92,0.24
229600,72.99,134.54,32.48,0.94,0.97,0.92,0.24
229700,72.21,132.68,32.09,0.95,0.97,0.92,0.24
229800,72.21,132.68,32.09,0.94,0.97,0.92,0.24
229900,72.99,134.54,32.48,0.95,0.97,0.92,0.24
230000,72.21,132.68,32.09,0.95,0.97,0.92,0.24
230100,72.21,132.68,32.09,0.95,0.97,0.92,0.24
230200,72.21,132.68,32.09,0.95,0.97,0.92,0.24
230300,71.44,130.82,31.70,0.95,0.97,0.92,0.24
230400,72.21,132.68,32.09,0.94,0.97,0.92,0.24
230500,71.44,130.82,31.70,0.95,0.97,0.92,0.24
230600,71.44,130.82,31.70,0.95,0.97,0.91,0.24
230700,72.21,132.68,32.09,0.94,0.97,0.91,0.24
230800,72.21,132.68,32.09,0.94,0.97,0.92,0.24
230900,71.44,130.82,31.70,0.95,0.97,0.92,0.24
231000,71.44,130.82,31.70,0.94,0.97,0.91,0.24
231100,71.44,130.82,31.70,0.94,0.97,0.91,0.24
231200,71.44,130.82,31.70,0.94,0.97,0.92,0.24
231300,71.44,130.82,31.70,0.94,0.97,0.92,0.24
231400,71.44,130.82,31.70,0.95,0.97,0.91,0.24
231500,71.44,130.82,31.70,0.95,0.97,0.91,0.24
231600,72.21,132.68,32.09,0.94,0.97,0.91,0.24
231700,72.21,132.68,32.09,0.94,0.97,0.91,0.24
231800,72.21,132.68,32.09,0.94,0.97,0.91,0.24
231900,71.44,130.82,31.70,0.94,0.97,0.91,0.24
232000,70.67,128.98,31.32,0.94,0.97,0.91,0.24
232100,71.44,130.82,31.70,0.94,0.97,0.91,0.24
232200,70.67,128.98,31.32,0.94,0.97,0.91,0.24
232300,69.90,127.16,30.93,0.94,0.97,0.92,0.24
232400,69.90,127.16,30.93,0.94,0.97,0.91,0.24
232500,70.67,128.98,31.32,0.94,0.97,0.91,0.24
232600,71.44,130.82,31.70,0.94,0.97,0.91,0.24
232700,72.21,132.68,32.09,0.94,0.97,0.91,0.24
232800,72.21,132.68,32.09,0.94,0.97,0.91,0.24
232900,70.67,128.98,31.32,0.94,0.97,0.91,0.24
233000,69.90,127.16,30.93,0.94,0.97,0.91,0.24
233100,71.44,130.82,31.70,0.94,0.97,0.91,0.24
233200,71.44,130.82,31.70,0.94,0.97,0.91,0.24
233300,69.14,125.34,30.55,0.94,0.97,0.91,0.24
233400,70.67,128.98,31.32,0.94,0.97,0.91,0.24
233500,70.67,128.98,31.32,0.94,0.97,0.91,0.24
233600,70.67,128.98,31.32,0.94,0.97,0.91,0.24
233700,69.14,125.34,30.55,0.94,0.97,0.91,0.24
233800,69.90,127.16,30.93,0.94,0.97,0.91,0.24
233900,69.14,125.34,30.55,0.94,0.97,0.91,0.24
234000,69.14,125.34,30.55,0.94,0.97,0.91,0.24
234100,69.14,125.34,30.55,0.94,0.97,0.91,0.24
234200,69.14,125.34,30.55,0.94,0.97,0.91,0.24
234300,68.38,123.54,30.17,0.94,0.97,0.91,0.24
234400,68.38,123.54,30.17,0.94,0.97,0.91,0.24
234500,68.38,123.54,30.17,0.94,0.97,0.91,0.24
234600,68.38,123.54,30.17,0.94,0.97,0.91,0.24
234700,68.38,123.54,30.17,0.94,0.97,0.91,0.24
234800,70.67,128.98,31.32,0.94,0.97,0.91,0.24
234900,67.62,121.75,29.79,0.94,0.97,0.91,0.24
235000,68.38,123.54,30.17,0.94,0.97,0.91,0.24
235100,69.14,125.34,30.55,0.94,0.97,0.91,0.24
235200,69.90,127.16,30.93,0.95,0.97,0.91,0.24
235300,67.62,121.75,29.79,0.94,0.97,0.91,0.24
235400,68.38,123.54,30.17,0.94,0.97,0.91,0.24
235500,67.62,121.75,29.79,0.94,0.97,0.91,0.24
235600,67.62,121.75,29.79,0.94,0.97,0.91,0.24
235700,68.38,123.54,30.17,0.95,0.97,0.91,0.24
235800,68.38,123.54,30.17,0.94,0.97,0.91,0.24
235900,68.38,123.54,30.17,0.95,0.97,0.91,0.24
236000,67.62,121.75,29.79,0.94,0.97,0.91,0.24
236100,67.62,121.75,29.79,0.94,0.97,0.91,0.24
236200,67.62,121.75,29.79,0.94,0.97,0.91,0.24
236300,67.62,121.75,29.79,0.94,0.97,0.91,0.24
236400,68.38,123.54,30.17,0.95,0.97,0.91,0.24
236500,67.62,121.75,29.79,0.94,0.97,0.91,0.24
236600,68.38,123.54,30.17,0.94,0.97,0.92,0.24
236700,69.14,125.34,30.55,0.94,0.97,0.91,0.24
236800,68.38,123.54,30.17,0.94,0.97,0.91,0.24
236900,69.90,127.16,30.93,0.95,0.97,0.92,0.25
237000,68.38,123.54,30.17,0.95,0.97,0.92,0.25
237100,66.86,119.98,29.41,0.95,0.97,0.92,0.26
237200,69.14,125.34,30.55,0.95,0.97,0.92,0.26
237300,66.86,119.98,29.41,0.95,0.97,0.92,0.27
237400,67.62,121.75,29.79,0.95,0.97,0.92,0.27
237500,67.62,121.75,29.79,0.95,0.97,0.92,0.27
237600,68.38,123.54,30.17,0.96,0.97,0.92,0.27
237700,68.38,123.54,30.17,0.96,0.97,0.92,0.27
237800,68.38,123.54,30.17,0.96,0.97,0.93,0.28
237900,67.62,121.75,29.79,0.96,0.97,0.93,0.28
238000,68.38,123.54,30.17,0.96,0.97,0.93,0.28
238100,68.38,123.54,30.17,0.96,0.97,0.93,0.28
