timestamp,co_m,eth_m,voc_m,no2,c2h50h_gm,voc_gm,co_gm
44500,14.94,16.90,5.38,0.74,0.67,0.22,0.06
44600,16.47,19.21,6.01,0.73,0.67,0.22,0.06
44700,14.94,16.90,5.38,0.73,0.67,0.22,0.06
44800,15.96,18.43,5.80,0.73,0.67,0.22,0.06
44900,14.94,16.90,5.38,0.73,0.67,0.22,0.06
45000,15.45,17.66,5.59,0.73,0.67,0.22,0.06
45100,15.45,17.66,5.59,0.73,0.67,0.22,0.06
45200,14.44,16.16,5.18,0.73,0.67,0.22,0.06
45300,15.45,17.66,5.59,0.73,0.67,0.22,0.06
45400,15.96,18.43,5.80,0.73,0.67,0.22,0.06
45500,15.45,17.66,5.59,0.73,0.67,0.22,0.06
45600,14.94,16.90,5.38,0.73,0.67,0.22,0.06
45700,15.45,17.66,5.59,0.73,0.67,0.22,0.06
45800,14.44,16.16,5.18,0.73,0.67,0.22,0.06
45900,14.44,16.16,5.18,0.73,0.67,0.22,0.06
46000,14.94,16.90,5.38,0.73,0.67,0.22,0.06
46100,15.45,17.66,5.59,0.73,0.67,0.22,0.06
46200,16.47,19.21,6.01,0.73,0.67,0.22,0.06
46300,14.94,16.90,5.38,0.73,0.67,0.22,0.06
46400,14.94,16.90,5.38,0.73,0.67,0.22,0.06
46500,14.44,16.16,5.18,0.73,0.67,0.22,0.06
46600,15.45,17.66,5.59,0.73,0.67,0.22,0.06
46700,14.94,16.90,5.38,0.73,0.67,0.21,0.05
46800,14.44,16.16,5.18,0.73,0.67,0.22,0.06
46900,15.45,17.66,5.59,0.73,0.67,0.22,0.06
47000,16.47,19.21,6.01,0.73,0.67,0.21,0.06
47100,14.94,16.90,5.38,0.73,0.67,0.21,0.06
47200,14.44,16.16,5.18,0.73,0.67,0.21,0.06
47300,14.44,16.16,5.18,0.73,0.67,0.21,0.06
47400,15.96,18.43,5.80,0.73,0.67,0.21,0.06
47500,14.44,16.16,5.18,0.73,0.67,0.21,0.06
47600,14.44,16.16,5.18,0.73,0.67,0.21,0.06
47700,15.96,18.43,5.80,0.73,0.67,0.21,0.06
47800,14.94,16.90,5.38,0.73,0.67,0.21,0.06
47900,14.94,16.90,5.38,0.73,0.67,0.21,0.06
48000,15.45,17.66,5.59,0.73,0.67,0.21,0.06
48100,14.44,16.16,5.18,0.73,0.67,0.21,0.06
48200,14.94,16.90,5.38,0.73,0.67,0.21,0.06
48300,17.51,20.81,6.44,0.73,0.67,0.21,0.06
48400,16.99,20.00,6.23,0.73,0.67,0.21,0.06
48500,14.94,16.90,5.38,0.73,0.67,0.21,0.06
48600,14.94,16.90,5.38,0.73,0.67,0.21,0.06
48700,15.45,17.66,5.59,0.73,0.67,0.21,0.06
48800,14.44,16.16,5.18,0.73,0.67,0.21,0.06
48900,13.93,15.43,4.97,0.73,0.67,0.21,0.06
49000,14.94,16.90,5.38,0.73,0.67,0.21,0.06
49100,13.93,15.43,4.97,0.73,0.67,0.21,0.06
49200,14.94,16.90,5.38,0.73,0.67,0.21,0.06
49300,14.94,16.90,5.38,0.73,0.67,0.21,0.06
49400,14.44,16.16,5.18,0.73,0.67,0.21,0.06
49500,14.44,16.16,5.18,0.73,0.67,0.21,0.06
49600,14.94,16.90,5.38,0.73,0.67,0.21,0.06
49700,14.44,16.16,5.18,0.73,0.67,0.21,0.06
49800,14.44,16.16,5.18,0.73,0.67,0.21,0.06
49900,14.44,16.16,5.18,0.73,0.67,0.21,0.06
50000,14.44,16.16,5.18,0.73,0.67,0.21,0.06
50100,13.44,14.72,4.77,0.73,0.67,0.21,0.05
50200,14.44,16.16,5.18,0.73,0.67,0.21,0.05
50300,14.44,16.16,5.18,0.73,0.67,0.21,0.06
50400,14.44,16.16,5.18,0.73,0.67,0.21,0.05
50500,14.44,16.16,5.18,0.73,0.67,0.21,0.05
50600,13.93,15.43,4.97,0.73,0.67,0.21,0.05
50700,14.44,16.16,5.18,0.73,0.67,0.21,0.06
50800,13.93,15.43,4.97,0.73,0.67,0.21,0.05
50900,13.93,15.43,4.97,0.73,0.67,0.21,0.05
51000,14.44,16.16,5.18,0.73,0.67,0.21,0.05
51100,14.44,16.16,5.18,0.73,0.67,0.21,0.06
51200,13.93,15.43,4.97,0.73,0.67,0.21,0.05
51300,14.44,16.16,5.18,0.73,0.67,0.21,0.05
51400,13.93,15.43,4.97,0.73,0.67,0.21,0.05
51500,13.93,15.43,4.97,0.73,0.67,0.21,0.05
51600,14.44,16.16,5.18,0.73,0.67,0.21,0.05
51700,14.94,16.90,5.38,0.73,0.67,0.21,0.05
51800,14.44,16.16,5.18,0.73,0.67,0.21,0.05
51900,16.47,19.21,6.01,0.73,0.67,0.21,0.05
52000,15.45,17.66,5.59,0.73,0.67,0.21,0.05
52100,14.44,16.16,5.18,0.73,0.67,0.21,0.05
52200,14.44,16.16,5.18,0.73,0.67,0.21,0.05
52300,13.93,15.43,4.97,0.73,0.67,0.21,0.05
52400,14.44,16.16,5.18,0.73,0.67,0.21,0.06
52500,14.44,16.16,5.18,0.73,0.67,0.21,0.06
52600,14.94,16.90,5.38,0.73,0.67,0.21,0.05
52700,13.93,15.43,4.97,0.73,0.67,0.21,0.06
52800,14.94,16.90,5.38,0.73,0.67,0.21,0.05
52900,13.93,15.43,4.97,0.73,0.67,0.21,0.06
53000,13.44,14.72,4.77,0.73,0.66,0.21,0.05
53100,13.44,14.72,4.77,0.73,0.67,0.21,0.05
53200,13.44,14.72,4.77,0.73,0.67,0.21,0.05
53300,13.44,14.72,4.77,0.73,0.67,0.21,0.05
53400,13.93,15.43,4.97,0.73,0.67,0.21,0.05
53500,14.94,16.90,5.38,0.73,0.67,0.21,0.05
53600,13.93,15.43,4.97,0.73,0.67,0.21,0.05
53700,14.44,16.16,5.18,0.73,0.67,0.21,0.05
53800,14.44,16.16,5.18,0.73,0.66,0.21,0.05
53900,13.93,15.43,4.97,0.73,0.67,0.21,0.05
54000,14.44,16.16,5.18,0.73,0.67,0.21,0.05
54100,13.44,14.72,4.77,0.73,0.67,0.21,0.05
54200,13.44,14.72,4.77,0.73,0.66,0.21,0.05
54300,13.44,14.72,4.77,0.73,0.66,0.21,0.05
54400,13.44,14.72,4.77,0.73,0.67,0.21,0.05
54500,13.44,14.72,4.77,0.73,0.66,0.21,0.05
54600,13.93,15.43,4.97,0.73,0.66,0.21,0.05
54700,13.93,15.43,4.97,0.73,0.66,0.21,0.05
54800,14.94,16.90,5.38,0.73,0.66,0.21,0.05
54900,14.44,16.16,5.18,0.73,0.66,0.21,0.05
55000,13.93,15.43,4.97,0.73,0.66,0.21,0.05
55100,13.93,15.43,4.97,0.73,0.66,0.21,0.05
55200,14.44,16.16,5.18,0.73,0.66,0.21,0.05
55300,14.94,16.90,5.38,0.73,0.66,0.20,0.05
55400,14.44,16.16,5.18,0.73,0.66,0.20,0.05
55500,13.44,14.72,4.77,0.73,0.66,0.20,0.05
55600,13.44,14.72,4.77,0.73,0.66,0.21,0.06
55700,13.44,14.72,4.77,0.73,0.66,0.20,0.05
55800,14.94,16.90,5.38,0.73,0.66,0.20,0.05
55900,14.44,16.16,5.18,0.73,0.66,0.20,0.05
56000,14.44,16.16,5.18,0.73,0.66,0.20,0.05
56100,13.44,14.72,4.77,0.73,0.66,0.20,0.05
56200,14.44,16.16,5.18,0.73,0.66,0.20,0.05
56300,13.93,15.43,4.97,0.73,0.66,0.20,0.05
56400,13.44,14.72,4.77,0.73,0.66,0.20,0.05
56500,13.44,14.72,4.77,0.73,0.66,0.20,0.05
56600,13.93,15.43,4.97,0.73,0.66,0.20,0.05
56700,13.93,15.43,4.97,0.73,0.66,0.20,0.05
56800,14.44,16.16,5.18,0.73,0.66,0.20,0.05
56900,14.94,16.90,5.38,0.73,0.66,0.20,0.05
57000,14.44,16.16,5.18,0.72,0.66,0.20,0.05
57100,13.93,15.43,4.97,0.72,0.66,0.20,0.05
57200,14.44,16.16,5.18,0.72,0.66,0.20,0.05
57300,14.44,16.16,5.18,0.72,0.66,0.20,0.05
57400,13.44,14.72,4.77,0.72,0.66,0.20,0.05
57500,14.44,16.16,5.18,0.72,0.66,0.20,0.05
57600,13.44,14.72,4.77,0.72,0.66,0.20,0.05
57700,14.44,16.16,5.18,0.72,0.66,0.20,0.05
57800,13.44,14.72,4.77,0.72,0.66,0.20,0.05
57900,14.44,16.16,5.18,0.72,0.66,0.20,0.05
58000,13.44,14.72,4.77,0.72,0.66,0.20,0.05
58100,13.44,14.72,4.77,0.72,0.66,0.20,0.05
58200,14.94,16.90,5.38,0.72,0.66,0.20,0.05
58300,13.44,14.72,4.77,0.73,0.66,0.20,0.05
58400,13.44,14.72,4.77,0.72,0.66,0.20,0.05
58500,13.44,14.72,4.77,0.73,0.66,0.20,0.05
58600,13.93,15.43,4.97,0.72,0.66,0.20,0.05
58700,14.44,16.16,5.18,0.73,0.66,0.20,0.05
58800,13.93,15.43,4.97,0.73,0.66,0.20,0.05
58900,13.44,14.72,4.77,0.73,0.66,0.20,0.05
59000,13.44,14.72,4.77,0.73,0.66,0.20,0.05
59100,14.44,16.16,5.18,0.73,0.66,0.20,0.05
59200,13.44,14.72,4.77,0.73,0.66,0.20,0.05
59300,13.44,14.72,4.77,0.73,0.66,0.20,0.05
59400,12.94,14.01,4.58,0.73,0.66,0.20,0.05
59500,14.44,16.16,5.18,0.72,0.66,0.20,0.05
59600,13.44,14.72,4.77,0.72,0.66,0.20,0.05
59700,13.44,14.72,4.77,0.72,0.66,0.20,0.05
59800,13.93,15.43,4.97,0.72,0.66,0.20,0.05
59900,13.44,14.72,4.77,0.72,0.66,0.20,0.05
60000,13.93,15.43,4.97,0.73,0.66,0.20,0.05
60100,13.44,14.72,4.77,0.72,0.66,0.20,0.05
60200,13.44,14.72,4.77,0.72,0.66,0.20,0.05
60300,14.44,16.16,5.18,0.72,0.66,0.20,0.05
60400,13.93,15.43,4.97,0.72,0.66,0.20,0.05
60500,13.44,14.72,4.77,0.72,0.66,0.20,0.05
60600,13.93,15.43,4.97,0.72,0.66,0.20,0.05
60700,13.93,15.43,4.97,0.73,0.66,0.20,0.05
60800,13.93,15.43,4.97,0.72,0.66,0.20,0.05
60900,13.93,15.43,4.97,0.72,0.66,0.20,0.05
61000,12.94,14.01,4.58,0.72,0.66,0.20,0.05
61100,13.44,14.72,4.77,0.72,0.66,0.20,0.05
61200,14.94,16.90,5.38,0.72,0.66,0.20,0.05
61300,14.44,16.16,5.18,0.72,0.66,0.20,0.05
61400,14.94,16.90,5.38,0.72,0.66,0.20,0.05
61500,14.94,16.90,5.38,0.72,0.66,0.20,0.05
61600,16.47,19.21,6.01,0.72,0.66,0.20,0.05
61700,14.94,16.90,5.38,0.72,0.66,0.20,0.05
61800,12.94,14.01,4.58,0.72,0.66,0.20,0.05
61900,13.93,15.43,4.97,0.72,0.66,0.20,0.05
62000,14.94,16.90,5.38,0.72,0.66,0.20,0.05
62100,13.93,15.43,4.97,0.72,0.66,0.20,0.05
62200,13.44,14.72,4.77,0.72,0.66,0.20,0.05
62300,13.93,15.43,4.97,0.72,0.66,0.20,0.05
62400,13.44,14.72,4.77,0.72,0.66,0.20,0.05
62500,13.44,14.72,4.77,0.72,0.66,0.20,0.05
62600,13.93,15.43,4.97,0.72,0.66,0.20,0.05
62700,13.44,14.72,4.77,0.72,0.66,0.20,0.05
62800,12.94,14.01,4.58,0.72,0.66,0.20,0.05
62900,12.94,14.01,4.58,0.72,0.66,0.20,0.05
63000,13.44,14.72,4.77,0.72,0.66,0.20,0.05
63100,13.93,15.43,4.97,0.72,0.66,0.20,0.05
63200,14.94,16.90,5.38,0.72,0.66,0.20,0.05
63300,13.44,14.72,4.77,0.72,0.66,0.20,0.05
63400,13.44,14.72,4.77,0.72,0.66,0.20,0.05
63500,12.94,14.01,4.58,0.72,0.66,0.20,0.05
63600,12.94,14.01,4.58,0.72,0.66,0.20,0.05
63700,12.94,14.01,4.58,0.72,0.66,0.20,0.05
63800,12.94,14.01,4.58,0.72,0.66,0.20,0.05
63900,11.97,12.65,4.19,0.72,0.66,0.20,0.05
64000,13.44,14.72,4.77,0.72,0.66,0.20,0.05
64100,13.93,15.43,4.97,0.72,0.66,0.20,0.05
64200,13.44,14.72,4.77,0.72,0.66,0.20,0.05
64300,13.93,15.43,4.97,0.72,0.66,0.20,0.05
64400,14.44,16.16,5.18,0.72,0.66,0.20,0.05
64500,12.94,14.01,4.58,0.72,0.66,0.20,0.05
64600,13.44,14.72,4.77,0.72,0.66,0.20,0.05
64700,13.44,14.72,4.77,0.72,0.66,0.20,0.05
64800,13.44,14.72,4.77,0.72,0.66,0.20,0.05
64900,13.44,14.72,4.77,0.72,0.66,0.20,0.05
65000,13.93,15.43,4.97,0.72,0.66,0.20,0.05
65100,13.93,15.43,4.97,0.72,0.66,0.20,0.05
65200,14.44,16.16,5.18,0.72,0.66,0.20,0.05
65300,12.94,14.01,4.58,0.72,0.66,0.20,0.05
65400,13.93,15.43,4.97,0.72,0.66,0.20,0.05
65500,12.94,14.01,4.58,0.72,0.66,0.20,0.05
65600,13.93,15.43,4.97,0.72,0.66,0.20,0.05
65700,13.93,15.43,4.97,0.72,0.66,0.20,0.05
65800,13.93,15.43,4.97,0.72,0.66,0.20,0.05
65900,13.93,15.43,4.97,0.72,0.66,0.20,0.05
66000,14.44,16.16,5.18,0.72,0.66,0.20,0.05
66100,13.93,15.43,4.97,0.72,0.66,0.20,0.05
66200,13.93,15.43,4.97,0.72,0.66,0.20,0.05
66300,14.44,16.16,5.18,0.72,0.66,0.20,0.05
66400,14.44,16.16,5.18,0.72,0.66,0.20,0.05
66500,13.93,15.43,4.97,0.72,0.66,0.20,0.05
66600,12.94,14.01,4.58,0.72,0.66,0.20,0.05
66700,13.44,14.72,4.77,0.72,0.66,0.20,0.05
66800,12.94,14.01,4.58,0.72,0.66,0.20,0.05
66900,12.94,14.01,4.58,0.72,0.66,0.20,0.05
67000,13.44,14.72,4.77,0.72,0.66,0.20,0.06
67100,13.44,14.72,4.77,0.72,0.66,0.20,0.05
67200,14.94,16.90,5.38,0.72,0.65,0.20,0.05
67300,14.94,16.90,5.38,0.72,0.66,0.20,0.06
67400,13.44,14.72,4.77,0.72,0.65,0.20,0.05
67500,13.93,15.43,4.97,0.72,0.66,0.20,0.05
67600,12.94,14.01,4.58,0.72,0.65,0.20,0.05
67700,12.94,14.01,4.58,0.72,0.65,0.20,0.05
67800,12.94,14.01,4.58,0.72,0.66,0.20,0.05
67900,13.44,14.72,4.77,0.72,0.66,0.20,0.05
68000,13.44,14.72,4.77,0.72,0.65,0.20,0.05
68100,11.97,12.65,4.19,0.72,0.65,0.20,0.05
68200,13.93,15.43,4.97,0.72,0.65,0.20,0.05
68300,14.44,16.16,5.18,0.72,0.65,0.20,0.05
68400,14.44,16.16,5.18,0.72,0.65,0.20,0.05
68500,13.44,14.72,4.77,0.72,0.65,0.20,0.05
68600,11.97,12.65,4.19,0.72,0.65,0.20,0.05
68700,12.46,13.32,4.38,0.72,0.65,0.20,0.05
68800,13.44,14.72,4.77,0.72,0.65,0.20,0.05
68900,13.44,14.72,4.77,0.72,0.65,0.20,0.05
69000,13.44,14.72,4.77,0.72,0.65,0.20,0.05
69100,13.93,15.43,4.97,0.72,0.66,0.20,0.05
69200,13.93,15.43,4.97,0.72,0.65,0.20,0.05
69300,12.94,14.01,4.58,0.72,0.65,0.20,0.05
69400,13.93,15.43,4.97,0.72,0.65,0.20,0.05
69500,13.93,15.43,4.97,0.72,0.65,0.20,0.05
69600,12.94,14.01,4.58,0.72,0.65,0.20,0.05
69700,13.93,15.43,4.97,0.72,0.65,0.20,0.05
69800,13.44,14.72,4.77,0.72,0.65,0.20,0.05
69900,13.93,15.43,4.97,0.72,0.65,0.20,0.05
70000,13.44,14.72,4.77,0.72,0.65,0.20,0.06
70100,13.44,14.72,4.77,0.72,0.65,0.20,0.05
70200,13.44,14.72,4.77,0.72,0.65,0.20,0.05
70300,13.93,15.43,4.97,0.72,0.65,0.20,0.05
70400,11.97,12.65,4.19,0.72,0.65,0.20,0.05
70500,12.94,14.01,4.58,0.72,0.65,0.20,0.05
70600,13.44,14.72,4.77,0.72,0.65,0.20,0.05
70700,12.94,14.01,4.58,0.72,0.65,0.20,0.05
70800,13.93,15.43,4.97,0.72,0.65,0.20,0.05
70900,13.44,14.72,4.77,0.72,0.65,0.20,0.05
71000,13.44,14.72,4.77,0.72,0.65,0.20,0.05
71100,13.44,14.72,4.77,0.72,0.65,0.20,0.05
71200,12.94,14.01,4.58,0.72,0.65,0.20,0.05
71300,12.94,14.01,4.58,0.72,0.65,0.20,0.06
71400,12.94,14.01,4.58,0.73,0.65,0.20,0.05
71500,12.94,14.01,4.58,0.72,0.65,0.20,0.06
71600,13.44,14.72,4.77,0.73,0.65,0.20,0.05
71700,14.44,16.16,5.18,0.73,0.65,0.20,0.06
71800,13.44,14.72,4.77,0.73,0.65,0.20,0.06
71900,13.44,14.72,4.77,0.73,0.65,0.20,0.06
72000,12.94,14.01,4.58,0.73,0.65,0.20,0.06
72100,13.44,14.72,4.77,0.73,0.65,0.20,0.06
72200,12.94,14.01,4.58,0.73,0.65,0.20,0.06
72300,12.94,14.01,4.58,0.73,0.65,0.20,0.06
72400,13.93,15.43,4.97,0.73,0.65,0.20,0.06
72500,13.44,14.72,4.77,0.73,0.65,0.20,0.06
72600,12.94,14.01,4.58,0.73,0.65,0.20,0.06
72700,13.93,15.43,4.97,0.73,0.65,0.20,0.06
72800,12.94,14.01,4.58,0.73,0.65,0.20,0.06
72900,12.94,14.01,4.58,0.73,0.65,0.20,0.06
73000,12.94,14.01,4.58,0.73,0.65,0.20,0.06
73100,12.94,14.01,4.58,0.73,0.65,0.20,0.06
73200,12.94,14.01,4.58,0.73,0.65,0.20,0.06
73300,12.94,14.01,4.58,0.73,0.65,0.20,0.06
73400,13.44,14.72,4.77,0.73,0.65,0.20,0.06
73500,13.44,14.72,4.77,0.73,0.65,0.20,0.06
73600,13.44,14.72,4.77,0.73,0.65,0.20,0.06
73700,13.93,15.43,4.97,0.73,0.65,0.20,0.06
73800,13.44,14.72,4.77,0.73,0.65,0.20,0.06
73900,14.44,16.16,5.18,0.73,0.65,0.20,0.06
74000,13.44,14.72,4.77,0.73,0.65,0.20,0.06
74100,13.44,14.72,4.77,0.73,0.65,0.20,0.06
74200,13.44,14.72,4.77,0.73,0.65,0.20,0.06
74300,13.93,15.43,4.97,0.73,0.65,0.20,0.06
74400,12.94,14.01,4.58,0.73,0.65,0.20,0.06
74500,13.44,14.72,4.77,0.73,0.65,0.20,0.06
74600,12.94,14.01,4.58,0.73,0.65,0.20,0.06
74700,13.44,14.72,4.77,0.73,0.65,0.20,0.06
74800,12.94,14.01,4.58,0.73,0.65,0.20,0.06
74900,13.93,15.43,4.97,0.73,0.65,0.20,0.05
75000,12.94,14.01,4.58,0.73,0.65,0.20,0.06
75100,14.44,16.16,5.18,0.73,0.65,0.20,0.06
75200,12.46,13.32,4.38,0.73,0.65,0.20,0.06
75300,13.44,14.72,4.77,0.73,0.65,0.20,0.06
75400,13.93,15.43,4.97,0.73,0.65,0.20,0.06
75500,13.93,15.43,4.97,0.73,0.65,0.20,0.06
75600,13.93,15.43,4.97,0.73,0.65,0.20,0.06
75700,13.44,14.72,4.77,0.73,0.65,0.20,0.06
75800,13.93,15.43,4.97,0.73,0.65,0.20,0.06
75900,12.94,14.01,4.58,0.73,0.65,0.20,0.06
76000,13.44,14.72,4.77,0.73,0.65,0.20,0.06
76100,14.44,16.16,5.18,0.73,0.65,0.20,0.05
76200,12.94,14.01,4.58,0.73,0.65,0.20,0.06
76300,12.94,14.01,4.58,0.73,0.65,0.20,0.06
76400,13.44,14.72,4.77,0.73,0.65,0.20,0.06
76500,12.94,14.01,4.58,0.73,0.65,0.20,0.06
76600,12.94,14.01,4.58,0.73,0.65,0.20,0.06
76700,13.93,15.43,4.97,0.73,0.65,0.20,0.06
76800,13.93,15.43,4.97,0.73,0.65,0.20,0.05
76900,13.44,14.72,4.77,0.73,0.65,0.20,0.05
77000,13.44,14.72,4.77,0.73,0.65,0.20,0.05
77100,14.44,16.16,5.18,0.73,0.65,0.20,0.06
77200,14.44,16.16,5.18,0.73,0.65,0.20,0.06
77300,13.93,15.43,4.97,0.73,0.65,0.20,0.06
77400,13.93,15.43,4.97,0.73,0.65,0.20,0.06
77500,13.44,14.72,4.77,0.73,0.65,0.20,0.06
77600,13.93,15.43,4.97,0.73,0.65,0.20,0.06
77700,13.44,14.72,4.77,0.73,0.65,0.20,0.06
77800,13.44,14.72,4.77,0.73,0.65,0.20,0.06
77900,15.45,17.66,5.59,0.73,0.65,0.20,0.06
78000,13.93,15.43,4.97,0.73,0.65,0.20,0.06
78100,12.94,14.01,4.58,0.73,0.65,0.20,0.06
78200,11.49,11.99,4.00,0.73,0.65,0.20,0.06
78300,13.44,14.72,4.77,0.73,0.65,0.20,0.06
78400,12.94,14.01,4.58,0.73,0.65,0.20,0.06
78500,13.44,14.72,4.77,0.73,0.65,0.20,0.06
78600,13.93,15.43,4.97,0.73,0.65,0.20,0.06
78700,14.44,16.16,5.18,0.73,0.65,0.20,0.06
78800,12.94,14.01,4.58,0.73,0.65,0.20,0.06
78900,12.94,14.01,4.58,0.73,0.65,0.20,0.06
79000,14.94,16.90,5.38,0.73,0.65,0.20,0.06
79100,12.94,14.01,4.58,0.73,0.65,0.20,0.06
79200,13.93,15.43,4.97,0.73,0.65,0.20,0.06
79300,12.94,14.01,4.58,0.73,0.65,0.20,0.06
79400,13.93,15.43,4.97,0.73,0.65,0.20,0.06
79500,13.44,14.72,4.77,0.73,0.65,0.20,0.06
79600,13.44,14.72,4.77,0.73,0.65,0.20,0.06
79700,13.93,15.43,4.97,0.73,0.65,0.20,0.06
79800,14.44,16.16,5.18,0.73,0.65,0.20,0.06
79900,13.93,15.43,4.97,0.73,0.65,0.20,0.06
80000,13.93,15.43,4.97,0.73,0.65,0.20,0.06
80100,13.44,14.72,4.77,0.73,0.65,0.20,0.06
80200,12.94,14.01,4.58,0.73,0.65,0.20,0.06
80300,14.44,16.16,5.18,0.73,0.65,0.20,0.06
80400,13.93,15.43,4.97,0.73,0.65,0.20,0.06
80500,13.93,15.43,4.97,0.73,0.65,0.20,0.06
80600,12.94,14.01,4.58,0.73,0.65,0.20,0.06
80700,12.94,14.01,4.58,0.73,0.65,0.20,0.06
80800,12.94,14.01,4.58,0.73,0.65,0.20,0.06
80900,13.44,14.72,4.77,0.73,0.65,0.20,0.06
81000,13.93,15.43,4.97,0.73,0.65,0.20,0.06
81100,13.93,15.43,4.97,0.73,0.65,0.20,0.06
81200,12.94,14.01,4.58,0.73,0.65,0.20,0.06
81300,13.93,15.43,4.97,0.73,0.65,0.20,0.06
81400,14.94,16.90,5.38,0.73,0.65,0.20,0.06
81500,13.44,14.72,4.77,0.73,0.65,0.20,0.06
81600,14.44,16.16,5.18,0.73,0.65,0.20,0.06
81700,14.44,16.16,5.18,0.73,0.65,0.20,0.06
81800,12.94,14.01,4.58,0.73,0.65,0.20,0.06
81900,15.96,18.43,5.80,0.73,0.65,0.20,0.06
82000,13.44,14.72,4.77,0.73,0.65,0.20,0.06
82100,13.44,14.72,4.77,0.73,0.65,0.20,0.06
82200,13.44,14.72,4.77,0.73,0.65,0.20,0.06
82300,12.94,14.01,4.58,0.73,0.65,0.20,0.06
82400,12.94,14.01,4.58,0.73,0.65,0.20,0.06
82500,13.93,15.43,4.97,0.73,0.65,0.20,0.06
82600,13.93,15.43,4.97,0.73,0.65,0.20,0.06
82700,12.94,14.01,4.58,0.73,0.65,0.20,0.06
82800,13.44,14.72,4.77,0.73,0.65,0.20,0.06
82900,14.94,16.90,5.38,0.73,0.65,0.20,0.06
83000,13.44,14.72,4.77,0.73,0.65,0.20,0.06
83100,13.44,14.72,4.77,0.73,0.65,0.20,0.06
83200,13.44,14.72,4.77,0.73,0.65,0.20,0.06
83300,12.94,14.01,4.58,0.73,0.65,0.20,0.06
83400,13.44,14.72,4.77,0.73,0.65,0.20,0.06
83500,13.93,15.43,4.97,0.73,0.65,0.20,0.06
83600,13.44,14.72,4.77,0.73,0.65,0.20,0.06
83700,13.44,14.72,4.77,0.73,0.65,0.20,0.06
83800,13.44,14.72,4.77,0.73,0.65,0.20,0.06
83900,13.44,14.72,4.77,0.73,0.65,0.20,0.06
84000,13.44,14.72,4.77,0.73,0.65,0.20,0.06
84100,12.94,14.01,4.58,0.73,0.65,0.20,0.06
84200,12.94,14.01,4.58,0.73,0.65,0.20,0.06
84300,13.93,15.43,4.97,0.73,0.65,0.20,0.06
84400,13.44,14.72,4.77,0.73,0.65,0.20,0.06
84500,12.94,14.01,4.58,0.73,0.65,0.20,0.06
84600,12.94,14.01,4.58,0.73,0.65,0.20,0.06
84700,12.94,14.01,4.58,0.73,0.65,0.20,0.06
84800,13.93,15.43,4.97,0.73,0.65,0.20,0.06
84900,13.93,15.43,4.97,0.73,0.65,0.20,0.06
85000,13.44,14.72,4.77,0.73,0.65,0.20,0.06
85100,12.94,14.01,4.58,0.73,0.65,0.20,0.06
85200,13.93,15.43,4.97,0.73,0.65,0.20,0.06
85300,14.44,16.16,5.18,0.73,0.65,0.20,0.06
85400,12.94,14.01,4.58,0.73,0.65,0.20,0.06
85500,13.93,15.43,4.97,0.73,0.65,0.20,0.06
85600,14.94,16.90,5.38,0.73,0.65,0.20,0.06
85700,14.44,16.16,5.18,0.73,0.65,0.20,0.06
85800,13.44,14.72,4.77,0.73,0.65,0.20,0.06
85900,13.44,14.72,4.77,0.73,0.65,0.20,0.06
86000,13.93,15.43,4.97,0.73,0.65,0.20,0.06
86100,13.93,15.43,4.97,0.73,0.65,0.20,0.06
86200,13.44,14.72,4.77,0.73,0.65,0.20,0.06
86300,13.44,14.72,4.77,0.73,0.65,0.20,0.06
86400,13.44,14.72,4.77,0.73,0.65,0.20,0.06
86500,12.94,14.01,4.58,0.73,0.65,0.20,0.06
86600,13.93,15.43,4.97,0.73,0.65,0.20,0.06
86700,13.44,14.72,4.77,0.73,0.65,0.20,0.06
86800,13.44,14.72,4.77,0.73,0.65,0.20,0.06
86900,13.44,14.72,4.77,0.73,0.65,0.20,0.06
87000,13.44,14.72,4.77,0.73,0.65,0.20,0.06
87100,13.93,15.43,4.97,0.73,0.65,0.20,0.06
87200,12.94,14.01,4.58,0.73,0.65,0.20,0.06
87300,13.93,15.43,4.97,0.73,0.65,0.20,0.06
87400,13.44,14.72,4.77,0.73,0.65,0.20,0.06
87500,13.44,14.72,4.77,0.73,0.65,0.20,0.06
87600,13.44,14.72,4.77,0.73,0.65,0.20,0.06
87700,13.93,15.43,4.97,0.73,0.65,0.20,0.06
87800,13.44,14.72,4.77,0.73,0.65,0.20,0.06
87900,13.93,15.43,4.97,0.73,0.65,0.20,0.06
88000,13.93,15.43,4.97,0.73,0.65,0.20,0.06
88100,13.93,15.43,4.97,0.73,0.65,0.20,0.06
88200,13.93,15.43,4.97,0.73,0.65,0.20,0.06
88300,13.44,14.72,4.77,0.73,0.65,0.20,0.06
88400,13.44,14.72,4.77,0.73,0.65,0.20,0.06
88500,13.93,15.43,4.97,0.73,0.65,0.20,0.06
88600,13.93,15.43,4.97,0.73,0.65,0.20,0.06
88700,13.93,15.43,4.97,0.73,0.65,0.20,0.06
88800,14.94,16.90,5.38,0.73,0.65,0.20,0.06
88900,14.44,16.16,5.18,0.73,0.65,0.20,0.06
89000,14.94,16.90,5.38,0.73,0.65,0.20,0.06
89100,14.44,16.16,5.18,0.74,0.65,0.20,0.06
89200,14.44,16.16,5.18,0.74,0.65,0.20,0.06
89300,13.93,15.43,4.97,0.74,0.65,0.20,0.06
89400,13.93,15.43,4.97,0.74,0.65,0.20,0.06
